baseline_config,config,baseline_decisions,config_decisions,shared_cells,cell_overlap,undirected_pair_overlap,directed_pair_overlap,mean_selected_similarity_drop_vs_baseline,p10_selected_similarity_drop_vs_baseline,mean_best_similarity_gap,fraction_lower_similarity_than_baseline,mean_source_importance_delta_vs_baseline,mean_receiver_importance_delta_vs_baseline
A_sim_same_time_vec_l12_r0.05_512,B2_keep_importance_cell_l12_r0.05_512,4914,4914,3118,0.6345136345136345,0.791853752405388,0.5262989095574085,0.000857349597467223,0.0,0.000857349597467223,0.20814624759461192,,
A_sim_same_time_vec_l12_r0.125_512,B2_keep_importance_cell_l12_r0.125_512,12288,12288,9296,0.7565104166666666,0.6641566265060241,0.4396514629948365,0.002404514430876238,0.0,0.002404514430876238,0.3358433734939759,,
